,Speech,Product
9418,terrorist deserve father proved,CAG
9419,thanks sbs showing high points people ecited see serials,CAG
9420,make prime minister  hours solve pakistan issue coming  years without hurdles,NAG
9421,needs walk roads india walking red carpet atleast donate half thing sweeping floor u name anything u want poor child dressshame ppl waste clothes name fashion,NAG
9422,people believe modi innocent got clean chit court people abuse salman call murderer even thought got clean chit,CAG
9423,total admin mistry business ratherr thantata hope people understand,NAG
9424,virat kohli may known aggressive field behaviour michael clarke admires way,NAG
9425,rs  cr counterfeit money india,NAG
9426,haha chairman upsc civil service eamination board say fit ips,CAG
9427,simply sack kadi ninda home minister useless minister jaitley,NAG
9428,think fiscal strength economy hugely enhanced obstacles goods service ta gst resolved,NAG
9429,indian army killed themsometime sacrificedthey sleepingthey defending nation,CAG
9430,great sir words also great,NAG
9431,unleash rockets motars indian army give porkies piece war want,NAG
9432,home based work without investmentwork spare time earn unlimited offices every city india check last month payment lac type join whatsapp us ,NAG
9433,include gandhiji also,NAG
9434,aiyaz khan relevance subject matter,NAG
9435,incredible india,NAG
9436,stranded bihar ujjain flood many crores,NAG
9437,yes absolutely true although places people concerned pakistan best choice china current economic crisis pakistan,NAG
9438,stay country know realityhttp indianepresscom article india odishapolicepersonnelkilledinmaoistlandmineblast,CAG
9439,lols go twisting video arvind kejriwal shared video facebook twitter guys #pressitute need necessarily create rift,OAG
9440,congressi challenging whole nation assure u well worst u morron congressis,OAG
9441,arent old pathological liers huge power consolidation naeaz going n recent visit jindal nawazs home irked der army possibility back channel talks,CAG
9442,wonderful reply pmmodi opposition stand intelligence,NAG
9443,#get_immediately_solution_for_your_all_problem_contact_now whatsappvashikaran love marriage love problem family problem husband wife problem business problem child problem#solution_with_ guarantee,NAG
9444,bloke never heard name,NAG
9445,ratan tata baap need worry buy dips,NAG
9446,work inclination improve constitution hence wastes time,CAG
9447,also ridiculed center govt unable counter pakistan bring back spy blames center giving special trade positions pak indian epress saw half video ya fir bjp naamak chasma laga ke dekha video,CAG
9448,http mkhaleejtimescom region kuwait pakistanisarewelcomeinkuwait saysambassadorindians fooled easily,CAG
9449,garbage media make famous posting crap news related,OAG
9450,think dp,NAG
9451,ramachandra guha twisted marist goon taken bcci wonder sehwag bowed,CAG
9452,surely muslim ban moreover ban entry citizens  countries supporting ban saying religious issue,NAG
9453,anuj rbi announce  rate cut impact mkt,NAG
9454,old man net years highest civilian award winner bringing bjp power,CAG
9455,plead trump make law muslims,CAG
9456,shame virat teamyou kickout binny team,OAG
9457,ministry reduce epenses,CAG
9458,part time jobs earn daily  to registration fees hard work govt certified company want join type join send whatsapp whatsapp num +,NAG
9459,career declining stage frustration speaks illogical communal stuff,OAG
9460,scoundrel people stupid questions,OAG
9461,#currencycheck rupee touches  early trade currently lows dollar selling stateowned banks manisha gupta conversation bhaskar panda hdfc bank,NAG
9462,bull market rally fair u buy fundamental scrips survive,NAG
9463,hi anuj sonia please give view hindalco jamna auto please,NAG
9464,complete elimination naals terrorists way outdelaying decisive action may increase risk increased naal terror attacks communities turning terrorists,OAG
9465,hate,OAG
9466,love sonia watch cnbc tv  see,NAG
9467,awesome analysis dude salute small brain anyway smoke making comment,CAG
9468,sonu nigam desperate,OAG
9469,type thats beyond,CAG
9470,clean bjp govt,CAG
9471,dhan gurunanak heartless parent,OAG
9472,moni singh woman choice work outside decide whether work outside work home working home job anyway spoke world everyone offended necessary social validations prove identity isnt good human identity true equality come day stay home moms dads given equal respect working men women,CAG
9473,bro phone inbuilt speed meter,CAG
9474,tci anuj know porinju told good amount holdings pms,NAG
9475,india kevl ninda hi kre ga wo pak k namard hume marte rhenge,CAG
9476,lying stories indian media hahahhaha like never happened surgical strikes india media lowest,OAG
9477,guard honour given jadhev delhis airport,CAG
9478,pathetic decision feel bjp government acting common public decisions govt taking perfect boomerang govt firstly bjp govt first decision demonization failed collecting black money market even cash crunch market bjp government take haphazard decision public show noncooperation every action timely rethink haphazard decisions,CAG
9479,r activist student r agents foreign funded ngos need put jail nsa,OAG
9480,koi na ab inke kinoge time thoda sara pakistan royega,CAG
9481,eide  touching  headed,NAG
9482,ak creating ri image bjp bjp reverse spreading false propaganda aap,CAG
9483,pakistani soldier mutilates indian bsf jawan entering loc dont make fool nation,CAG
9484,dont judge person face character,NAG
9485,r u u r way lime lightif indias fate service fews last  yearswhy rss ideologylets test,NAG
9486,shame shahrukh khan works block dr mahmoud baluch todayhttps twittercom national_baluch status shame loves pakistan,OAG
9487,sleeping congress government eisting enjoying corruption money multiple scams,CAG
9488,great lady always wants spend time kids family puppies,CAG
9489,huzaifa khan modi note done crime stop crying false given clean cheat ape court country u better respect courts decisions,NAG
9490,people like thats matters,NAG
9491,bought crompton greaves ce  target keep,NAG
9492,took oath stop drinking #coke #pepsi #justiceforjallikattu #savejallikattu #banpeta,NAG
9493,go hell mongolian crap,OAG
9494,really disturbed daily cacophony time sound travels fastest,OAG
9495,buying wockhard level due usfda issues,NAG
9496,survey pe mat jao speed competion lagao survey ki ad airtel b krra h p,CAG
9497,modi dont stand queue th december commencing ready achche din within days,CAG
9498,incumbents survive despite competition large part india unbanked usha ananthasubramanian,NAG
9499,mawell cant see developments happening shut,CAG
9500,#epressblog confess hillary clinton greatest opponent could faced,NAG
9501,hold pm high regard admire cannot forgive backtracking promises armed forces orop,NAG
9502,bolna se kuch nhi hotahme bolne wali sarkar nhi chahiyehme kuch krne wali sarkar chhiye,CAG
9503,surbhi srivastava super fool like try hard every thing else beauty fimiliar word,OAG
9504,may appear rude working mothers mrs kapoor stating fact happy choice child everyday understands love child important peer pressure times get job boost ones ego may difficult middle class working mothers working supplement husbands income thus ensure decent life family dependents shame wives rich successful men get jobs husbands recommendations support performing parttime mother duties positions could suitably filled another needy person man woman could help another family overcome hardships feminism joke cases,CAG
